256, 0:0.332 , 0:0.039 , 0:0.170
512, 0:0.432 , 0:0.115 , 0:0.163
768, 0:0.532 , 0:0.236 , 0:0.182
1024, 0:0.835 , 0:0.568 , 0:0.169
1280, 0:1.533 , 0:1.193 , 0:0.163
1536, 0:3.239 , 0:2.937 , 0:0.185
1792, 0:6.035 , 0:5.664 , 0:0.191
2048, 0:16.553 , 0:16.229 , 0:0.195
2304, 0:17.252 , 0:16.959 , 0:0.186
2560, 0:27.164 , 0:26.851 , 0:0.218
2816, 0:38.883 , 0:38.570 , 0:0.219
3072, 1:1.208 , 1:0.785 , 0:0.343
3328, 1:11.522 , 1:11.226 , 0:0.274
3584, 1:36.350 , 1:36.026 , 0:0.371
3840, 1:56.777 , 1:56.403 , 0:0.368
4096, 3:5.564 , 3:5.298 , 0:0.451
4352, 2:59.455 , 2:59.025 , 0:0.492
4608, 4:14.054 , 4:13.576 , 0:0.699
4864, 4:31.772 , 4:31.242 , 0:0.760
5120, 6:19.310 , 6:18.952 , 0:0.742
5376, 6:13.998 , 6:13.536 , 0:0.748
5632, 7:46.216 , 7:45.819 , 0:0.836
5888, 8:37.674 , 8:37.366 , 0:0.870
6144, 11:43.925 , 11:43.653 , 0:1.070
6400, 11:18.589 , 11:18.197 , 0:1.213
6656, 14:12.106 , 14:11.478 , 0:1.599
6912, 15:4.768 , 15:4.459 , 0:1.410
7168, 20:44.898 , 20:44.628 , 0:1.918
7424, 21:1.610 , 21:1.348 , 0:1.876
7680, 24:22.263 , 24:21.646 , 0:2.300
7936, 25:46.769 , 25:46.601 , 0:2.037
8192, 33:46.581 , 33:46.410 , 0:2.776
